label,layer,neuron,f1,precision,recall,mean_dif
arxiv,25,1266,0.9838667019307061,0.9914712153518124,0.9763779527559056,1.2761018
uspto,20,12280,0.9704761904761905,0.9760536398467433,0.9649621212121212,0.96384966
uspto,14,1315,0.9580223880597015,0.9439338235294118,0.9725378787878788,0.94873065
arxiv,13,15990,0.8538932633420823,0.9606299212598425,0.768503937007874,1.0568434
arxiv,30,2786,0.8183828950602114,0.7694085027726433,0.8740157480314961,1.2371478
enron,14,231,0.7509505703422052,0.6672297297297297,0.8586956521739131,1.0822158
arxiv,31,9509,0.7278854254422915,0.782608695652174,0.6803149606299213,1.3847247
arxiv,31,1912,0.7223382045929019,0.7182148417228853,0.726509186351706,1.0026864
arxiv,31,1672,0.715669232679414,0.679076343072573,0.7564304461942257,1.4759675
uspto,31,6300,0.6685878962536024,0.5395348837209303,0.8787878787878788,1.2371837
freelaw,31,3296,0.6648879402347918,0.5694698354661791,0.7987179487179488,0.8715004
github,31,13993,0.6479233226837061,0.4917555771096023,0.949438202247191,-1.6547077
github,31,11212,0.6411889596602972,0.515358361774744,0.848314606741573,1.2256266
freelaw,31,10095,0.639,0.5237704918032787,0.8192307692307692,1.3048122
freelaw,31,3708,0.6213217559093102,0.4980665119876257,0.8256410256410256,1.3479447
arxiv,31,10006,0.6187795541544697,0.5417981072555205,0.721259842519685,1.2459352
freelaw,31,1677,0.5876460767946577,0.4679073300417774,0.7897435897435897,0.77818406
arxiv,31,3708,0.5848153214774282,0.43367993913264014,0.8976377952755905,-0.94610417
github,13,497,0.5789307181271749,0.4371715241280459,0.8567415730337079,1.2145743
freelaw,31,3803,0.5763905186575922,0.454646427249167,0.7871794871794872,0.7236249
stack_exchange,31,8978,0.5518367346938775,0.4275774826059456,0.7779056386651323,0.9922874
arxiv,31,5141,0.5514038420941524,0.4611581920903955,0.6855643044619423,1.0401185
uspto,31,4987,0.5486725663716814,0.4195488721804511,0.7926136363636364,0.9004737
freelaw,31,13496,0.5400414546824948,0.38243928476114225,0.9185897435897435,-0.726418
github,31,7002,0.5399999999999999,0.4052532833020638,0.8089887640449438,-1.3163531
arxiv,31,10864,0.5377400625279143,0.46793626117372716,0.6320209973753281,1.3038553
stack_exchange,31,5297,0.5314744402196874,0.4198931909212283,0.7238204833141542,1.8176923
uspto,31,2602,0.5162374020156776,0.36645468998410174,0.8731060606060606,-1.5200449
hackernews,22,10228,0.5155482815057283,0.36041189931350115,0.9051724137931034,0.74282545
uspto,31,5297,0.5145025752236378,0.36042537030003796,0.8986742424242424,-0.956054
github,20,5669,0.5134914145543744,0.3621683967704729,0.8820224719101124,-1.1307805
stack_exchange,31,15478,0.5058161350844277,0.3752783964365256,0.7756041426927502,1.0647355
github,31,15491,0.5053280987100393,0.36068855084067253,0.8436329588014981,-1.2336562
github,31,3708,0.49640287769784175,0.34206798866855526,0.9044943820224719,-1.0908548
github,31,5297,0.49310986964618253,0.40940012368583795,0.6198501872659176,1.521158
freelaw,31,10864,0.4901378949205795,0.33677140801151356,0.9,-1.0210586
stack_exchange,31,14409,0.4802867383512545,0.3487766788131182,0.7710011507479861,1.1235017
wikipedia,31,1677,0.475346687211094,0.33065380493033225,0.8452054794520548,1.1658688
freelaw,31,5297,0.47269534679543457,0.3255139056831923,0.8628205128205129,-0.7914937
