label,layer,neuron,f1,precision,recall,mean_dif
Spanish,19,11075,0.5021483583299553,0.3354272717426622,0.998388136686009,1.1157457
Italian,23,10816,0.4999603583604218,0.33336857686614507,0.9993660855784469,1.20625
Swedish,31,15221,0.4998385012919896,0.33326154840099065,0.999354213755247,1.0805483
French,23,10816,0.49602670057215514,0.3299851977162191,0.9984005118362124,1.204066
Spanish,23,10816,0.4926751592356688,0.327130471558469,0.9974210186976145,1.202241
Dutch,23,10816,0.40666320974850917,0.25522740216418516,1.0,-1.0918587
Swedish,23,10816,0.40254760512120624,0.251993490642799,1.0,-1.0973067
French,31,15211,0.40071808681156634,0.2505813487290514,0.9996801023672425,1.1008474
German,23,10816,0.3889362259946254,0.24141578519121237,1.0,-1.0867746
French,21,4901,0.3029952706253284,0.18127515090543259,0.9222648752399232,-1.0423275
