label,layer,neuron,f1,precision,recall,mean_dif
github,15,2930,0.4562118126272913,0.33094132545377797,0.7340823970037453,1.6132853
uspto,15,2088,0.451145958986731,0.3026869537067012,0.8854166666666666,-0.79080164
wikipedia,15,1048,0.4432717678100264,0.30577223088923555,0.8054794520547945,0.63881004
arxiv,15,970,0.443208895949166,0.3564356435643564,0.5858267716535434,0.7365041
uspto,15,2784,0.4270198675496689,0.29643251195292386,0.7632575757575758,1.4070356
stack_exchange,15,142,0.4208611279563372,0.2857142857142857,0.7986191024165707,0.99675083
wikipedia,15,2493,0.42003981420039815,0.27714535901926446,0.8671232876712329,0.7162899
uspto,15,970,0.4181733889661567,0.2768569674647023,0.8541666666666666,-1.577703
hackernews,15,7563,0.41721854304635764,0.28041543026706234,0.8146551724137931,0.6232953
uspto,15,2930,0.4128440366972477,0.27239709443099275,0.8522727272727273,-1.1336124
uspto,10,4167,0.4108241082410824,0.5859649122807018,0.3162878787878788,0.77108777
enron,14,4662,0.41081081081081083,0.2733812949640288,0.8260869565217391,0.50538164
stack_exchange,15,3581,0.4099378881987577,0.2863013698630137,0.7215189873417721,0.5925456
github,15,970,0.40545808966861596,0.28854538248117323,0.6816479400749064,1.7270832
hackernews,15,6051,0.40050457269000317,0.25656565656565655,0.9123563218390804,-0.5894191
stack_exchange,15,2930,0.39070048309178745,0.2648383135489153,0.7445339470655926,1.2616887
stack_exchange,15,970,0.38544798556825016,0.2608872608872609,0.7376294591484465,1.7624736
stack_exchange,15,8164,0.37531276063386154,0.24743401759530792,0.7767548906789413,0.601458
hackernews,15,8164,0.3733837906023337,0.2391919191919192,0.8505747126436781,0.70557135
wikipedia,15,1838,0.3695768612747724,0.229693741677763,0.9452054794520548,-0.53383
stack_exchange,15,1471,0.3685344827586207,0.24059092507914176,0.7871116225546605,-0.74290955
wikipedia,15,2784,0.3667061611374408,0.23393801965230537,0.8479452054794521,-1.4533061
stack_exchange,15,2088,0.33583959899749377,0.22152828802351213,0.6939010356731876,0.5406738
wikipedia,15,5881,0.33152693656359583,0.2160365600332364,0.7123287671232876,0.54264283
hackernews,15,4370,0.32310516653553634,0.1976259223612448,0.8850574712643678,0.5945569
enron,14,1512,0.3139991277802006,0.19639934533551553,0.782608695652174,0.7484462
wikipedia,15,2088,0.2567176519222819,0.1511684518013632,0.8506849315068493,-0.5591638
wikipedia,15,1471,0.252097401268672,0.14818378638441185,0.8438356164383561,0.5651549
wikipedia,15,2930,0.24599615631005767,0.14571211737920567,0.7890410958904109,-0.7932176
wikipedia,15,970,0.22623495226234955,0.13331702544031312,0.7465753424657534,-0.8819703
enron,15,2784,0.17714570858283432,0.10005636978579481,0.7717391304347826,-0.8285228
enron,15,970,0.13412390104273156,0.07402392236515459,0.7130434782608696,-0.5840738
