label,layer,neuron,f1,precision,recall,mean_dif
uspto,22,6440,0.33496846531184304,0.2055030094582975,0.9053030303030303,1.0290437
github,22,6440,0.33015494636472,0.24213286713286714,0.5187265917602997,-1.3543544
stack_exchange,15,6766,0.3276766430114162,0.2238617200674536,0.6110471806674338,1.7338707
stack_exchange,12,2518,0.32363067292644754,0.2222699914015477,0.5949367088607594,0.91476536
github,23,282,0.3168262653898769,0.2238113645148821,0.5421348314606742,-1.6279025
hackernews,19,2242,0.31417080671871306,0.1880487114131974,0.9540229885057471,1.1326001
stack_exchange,23,3258,0.3024445707788516,0.2008305020762552,0.6121979286536249,2.647832
stack_exchange,23,6368,0.30101302460202606,0.20108275328692962,0.5983889528193326,1.8099418
hackernews,23,282,0.2968715331706234,0.1755444765153503,0.9612068965517241,1.625236
hackernews,23,5158,0.2793549852373382,0.165902346911249,0.8836206896551724,0.9634993
wikipedia,23,3535,0.27624602332979853,0.1712689020381328,0.7136986301369863,0.7451105
hackernews,22,6440,0.26782118405155053,0.1557377049180328,0.9554597701149425,1.1355438
hackernews,19,5567,0.26370070778564203,0.1534478700870793,0.9367816091954023,0.9029174
wikipedia,23,3258,0.2599777034559643,0.15525965379494008,0.7986301369863014,-2.0042877
wikipedia,15,6766,0.2537190082644628,0.14939172749391727,0.8410958904109589,-1.3815721
wikipedia,17,3220,0.2514847429858693,0.1478449313749097,0.8410958904109589,-0.6884234
wikipedia,23,6368,0.25026068821689257,0.14760147601476015,0.821917808219178,-1.7723904
wikipedia,12,2518,0.24846443431741627,0.14523974982626825,0.8589041095890411,-0.813576
enron,22,6440,0.2424242424242424,0.1488833746898263,0.6521739130434783,-1.8015251
enron,13,7337,0.2423687423687424,0.14098011363636365,0.8630434782608696,-0.9841131
wikipedia,12,6474,0.23600377002827522,0.1368306010928962,0.8575342465753425,-0.98630935
hackernews,23,6368,0.2250893211591902,0.13058498387839707,0.8146551724137931,-1.390491
enron,23,4132,0.22073876279483753,0.1387800783435926,0.5391304347826087,1.0620654
wikipedia,23,7385,0.21879748209246797,0.1299974206860975,0.6904109589041096,0.8877454
enron,18,322,0.2175780131691955,0.1252884932410155,0.8260869565217391,-1.0743449
enron,19,5567,0.2140193885160328,0.12916291629162915,0.6239130434782608,-1.1926186
enron,23,282,0.2122302158273381,0.1271551724137931,0.6413043478260869,-1.9519763
enron,23,3258,0.20687742651136995,0.11856325492689129,0.8108695652173913,-3.004735
hackernews,15,6766,0.20642030608435982,0.11861861861861862,0.7945402298850575,-0.9725585
hackernews,12,6474,0.20182828463882416,0.11529797255785378,0.8089080459770115,-0.8070852
enron,15,6766,0.18432047186040798,0.10390689941812137,0.8152173913043478,-1.6464566
enron,23,6368,0.17432722076684926,0.09788713559775342,0.7956521739130434,-2.0728488
enron,12,6474,0.1565894650543144,0.0864448970355284,0.8304347826086956,-0.98908657
