label,layer,neuron,f1,precision,recall,mean_dif
Dutch,10,4701,1.0,1.0,1.0,1.2538844
French,12,4456,1.0,1.0,1.0,1.1449143
French,18,556,1.0,1.0,1.0,2.61254
French,17,5431,1.0,1.0,1.0,3.0103703
French,15,1698,1.0,1.0,1.0,3.4553168
German,16,6715,1.0,1.0,1.0,1.1217585
German,14,203,1.0,1.0,1.0,2.8360298
German,16,6235,1.0,1.0,1.0,3.5625367
Italian,13,1831,1.0,1.0,1.0,1.4177853
Italian,16,750,1.0,1.0,1.0,1.4729474
Italian,18,7225,1.0,1.0,1.0,1.6552602
Italian,16,7642,1.0,1.0,1.0,3.997336
Portuguese,14,2803,1.0,1.0,1.0,2.7918599
Portuguese,15,1254,1.0,1.0,1.0,2.8694398
Portuguese,19,1087,1.0,1.0,1.0,4.9674416
Spanish,16,6173,1.0,1.0,1.0,1.1624935
Spanish,15,2969,1.0,1.0,1.0,2.9546537
Swedish,14,3866,1.0,1.0,1.0,1.3763732
Swedish,12,6085,1.0,1.0,1.0,2.4256666
French,13,4998,1.0,1.0,1.0,1.6715261
Swedish,16,3383,1.0,1.0,1.0,3.89031
Dutch,17,2749,1.0,1.0,1.0,1.6706854
Dutch,18,8047,1.0,1.0,1.0,1.8292143
Dutch,14,7736,1.0,1.0,1.0,1.9765046
Dutch,12,3686,1.0,1.0,1.0,2.0225215
English,23,5299,0.9998381615148082,1.0,0.9996763754045307,-2.0414977
English,18,5851,0.9998381615148082,1.0,0.9996763754045307,2.927085
English,19,2242,0.9998381615148082,1.0,0.9996763754045307,3.9289973
German,13,2632,0.9994946942900456,0.998989898989899,1.0,1.3008301
English,23,2780,0.9993527508090615,0.9993527508090615,0.9993527508090615,1.9455209
English,23,165,0.9990284974093264,0.9996759559300065,0.9983818770226537,2.2539954
English,23,282,0.9987067571936631,0.9977390180878553,0.9996763754045307,6.6014585
English,22,6440,0.9978994991113266,0.9964504678928686,0.9993527508090615,4.049118
English,19,5567,0.9972549652833844,0.9951659684176604,0.9993527508090615,3.8113894
English,18,8144,0.9969310289129382,0.9951628506933248,0.998705501618123,2.1858819
English,23,4132,0.9670917965674697,0.9417356639067771,0.9938511326860842,-2.4545226
Spanish,16,3418,0.930847865303668,0.872112676056338,0.9980657640232108,1.1794938
Spanish,23,6368,0.7828149710068529,0.662059741417744,0.9574468085106383,1.7219822
Dutch,16,4944,0.7653447223917021,0.620007908264136,0.999681224099458,2.863488
German,23,165,0.7597315436241611,0.6312737006468883,0.9538254128749579,-1.3447678
Italian,16,4439,0.6704243326597895,0.5044814340588989,0.9990491283676703,3.02911
Portuguese,15,1617,0.6673819742489271,0.500805152979066,1.0,1.6293204
Portuguese,12,955,0.6673105816698862,0.5008054123711341,0.9996784565916399,1.3970827
Spanish,15,1617,0.665807560137457,0.499194847020934,0.9993552546744036,1.6282916
Spanish,12,955,0.6657357679914071,0.499194587628866,0.9990328820116054,1.3965645
Swedish,16,4439,0.6626003210272873,0.49551856594110116,0.9996771068776235,3.0218544
Dutch,12,7871,0.6416837782340862,0.47326972588217475,0.9961746891934969,1.3592682
German,12,7871,0.6235813366960907,0.45304626660558867,1.0,1.3503202
Swedish,22,6440,0.5817737998372661,0.42464736451373425,0.923474329996771,-1.317544
German,16,4944,0.580902120880215,0.41223855285472016,0.9831479609032693,2.7241192
Dutch,20,2406,0.5081475476286987,0.34072624483583386,0.9990436722983742,1.8057477
Dutch,23,282,0.5068758963975365,0.34465351078476364,0.9576028052279247,-1.4924335
Swedish,19,5567,0.5063911749255822,0.3473873873873874,0.9338069099128189,-1.4499372
Swedish,20,2406,0.5038230030909387,0.3367402413830597,1.0,1.8032274
Italian,22,8090,0.503554597012541,0.33660828705681334,0.9990491283676703,1.7049203
Italian,18,1370,0.5034350535229271,0.33653743458293284,0.9987321711568938,1.665945
Portuguese,18,1370,0.502871935927514,0.3359636796022052,0.9993569131832798,1.6776018
Swedish,16,4944,0.5027260151354871,0.336053089643168,0.9974168550209881,2.1795871
Italian,17,6321,0.5019169329073483,0.33550453817405235,0.9958795562599049,1.6270978
Spanish,18,1370,0.5019023718934671,0.3350989082261377,0.9993552546744036,1.6770393
Spanish,17,6321,0.5005647894142327,0.33383555746879034,1.0,1.6341
French,17,6321,0.49959942316936384,0.33326207781103034,0.9974408189379399,1.6314614
Portuguese,22,8090,0.4985167962799647,0.33205169283349356,0.9996784565916399,1.7025418
Spanish,22,8090,0.4977135980746089,0.331304069208587,1.0,1.7021773
Dutch,19,5567,0.49367720465890186,0.33400878081729146,0.9458080969078738,-1.3653238
Swedish,23,282,0.4926775586218572,0.3338687471317118,0.9396189861155957,-1.4736232
German,20,2406,0.48783294968760277,0.32260519734696097,1.0,1.7924323
German,23,282,0.4785481308020406,0.3182424916573971,0.964273677114931,-1.4547957
German,19,5567,0.45447779707268665,0.30111768573307035,0.9261880687563195,-1.3162559
French,16,4944,0.35120612781525096,0.21380846325167038,0.982725527831094,-1.5451051
French,22,8090,0.33718045518282813,0.20277633627400105,1.0,-1.0182579
Italian,16,4944,0.3369286629645451,0.20259423360945225,1.0,-1.5254377
Italian,20,2406,0.33674994661541746,0.20247801245425948,0.9996830427892235,-1.053509
Swedish,22,8090,0.33450380854626977,0.20085636434410276,0.9996771068776235,-1.0295079
French,20,2406,0.3340285576768811,0.20053939510691582,0.9990403071017274,-1.0637177
Portuguese,16,4944,0.33297633072721433,0.19975584682600875,0.9996784565916399,-1.5281332
Portuguese,20,2406,0.33265546398373114,0.19953775038520802,0.9993569131832798,-1.060343
Spanish,16,4944,0.33236901317904205,0.19930609097918273,1.0,-1.5272653
French,16,4439,0.2891689057722598,0.16906825568797398,0.9984005118362124,-1.0257
Portuguese,16,4439,0.2874439669115948,0.16784499973015274,1.0,-1.0133413
