label,layer,neuron,f1,precision,recall,mean_dif
French,10,945,0.6517791923197328,0.4836611429456404,0.9990403071017274,0.65146226
Dutch,11,2590,0.6366970554333018,0.4742428972837964,0.96844118584635,0.9751122
Swedish,11,1913,0.635843240863056,0.48237848672122935,0.9325153374233128,-0.97427106
Portuguese,11,2590,0.6253440493229109,0.475472961660807,0.9131832797427653,-0.9959893
German,11,1819,0.6158549441281889,0.44807485810707165,0.9844961240310077,1.1325884
Italian,10,1188,0.605010825858336,0.44834963325183375,0.9299524564183835,-0.7848182
Italian,10,1099,0.5704865620941153,0.41654508316311645,0.9049128367670365,-0.81306136
German,11,2014,0.5610384037760138,0.4114870180959874,0.8813616447590158,-1.4074893
German,10,753,0.5414659149154281,0.3890689451974072,0.8901247050893158,-1.3545837
Portuguese,9,883,0.5318338472700889,0.370389085396665,0.9427652733118971,-0.74198806
Dutch,11,205,0.5192521288411699,0.36585365853658536,0.8941664010200829,-1.5644426
Spanish,11,2590,0.507074637424832,0.3493785035339995,0.9242424242424242,-0.83165145
Spanish,11,2662,0.5031624500665779,0.33912945927754096,0.9745325596389426,0.7215757
Portuguese,11,478,0.5025503804665942,0.3395863939428184,0.9662379421221865,-0.9336053
Spanish,11,478,0.5010459375784453,0.33834331562888464,0.965183752417795,-0.9428165
Dutch,11,478,0.49030268603424493,0.3288700195950359,0.9630219955371374,-0.8966777
Dutch,11,1819,0.48198628353155654,0.3311858744929611,0.8849218999043672,-0.9708874
Swedish,11,205,0.4804794805627237,0.32368775235531627,0.9318695511785599,1.2219038
German,11,205,0.4759785743716523,0.3150087260034904,0.9733737782271655,1.0675306
Italian,10,753,0.4677823591236155,0.3139787280225743,0.9169572107765451,0.9938326
Spanish,11,2014,0.46196763994792645,0.32462101411395716,0.8007736943907157,0.83982754
French,6,1838,0.43323569336286344,0.27890718425167876,0.9699296225207934,-0.6316822
Swedish,10,753,0.4297440065014222,0.28714161598609905,0.8537294155634485,-0.9589577
Swedish,11,2014,0.41386041971693505,0.2766119386756551,0.8214401033257992,-0.9524903
Italian,11,1819,0.399821308912218,0.26128843908135463,0.8510301109350238,-0.81068635
French,11,205,0.37872981111415277,0.24090196761274596,0.8851567498400512,-1.1324215
Italian,11,205,0.3689638685882112,0.23515584189448024,0.8561014263074485,-1.1227598
Spanish,10,753,0.3658957046401379,0.2353974121996303,0.8210831721470019,0.74714756
Spanish,10,1252,0.33285016374080634,0.1996779388083736,0.9993552546744036,0.7327393
Portuguese,11,205,0.3206032595475553,0.1976901154942253,0.847588424437299,-0.8426924
