label,layer,neuron,f1,precision,recall,mean_dif
uspto,5,876,0.9871121718377088,0.9951876804619827,0.9791666666666666,1.1129613
uspto,13,3936,0.9734684032802702,0.992133726647001,0.9554924242424242,0.9548594
freelaw,17,3257,0.9661016949152542,0.9827586206896551,0.95,0.84698683
arxiv,23,2044,0.9639065817409767,0.974771873322598,0.9532808398950131,0.9561641
arxiv,23,822,0.7781198200331518,0.7088006902502157,0.8624671916010499,0.5597815
arxiv,23,525,0.7653221581980094,0.7637219027705175,0.7669291338582677,0.5821039
uspto,23,89,0.7022097509645738,0.5576601671309193,0.9479166666666666,0.7572863
uspto,23,488,0.6407894736842106,0.4909274193548387,0.9223484848484849,0.6895452
github,22,1952,0.5929203539823009,0.4657754010695187,0.8155430711610487,2.2782302
uspto,23,894,0.5882717964629228,0.43747115828334104,0.8977272727272727,-1.1029032
github,21,2241,0.5660254320182588,0.43421710855427714,0.8127340823970037,2.458526
arxiv,22,1141,0.5659329764029348,0.45474824729126834,0.7490813648293964,1.1259241
arxiv,23,2842,0.5569456427955134,0.4727206151592823,0.6776902887139108,0.5108393
arxiv,23,3433,0.5378248315688161,0.42462006079027353,0.7333333333333333,1.0936147
github,21,178,0.5287817938420347,0.4114583333333333,0.7397003745318352,1.813622
arxiv,21,1723,0.5061548090965993,0.4200138504155125,0.6367454068241469,0.5347352
freelaw,23,1332,0.505490036600244,0.3701608100059559,0.7967948717948717,-3.0727062
freelaw,21,178,0.5033207682642254,0.3495387683869359,0.8987179487179487,-0.9079057
github,20,2283,0.5000000000000001,0.3813976377952756,0.7256554307116105,1.952117
freelaw,13,420,0.4953140578265205,0.35947901591895803,0.7961538461538461,-0.7271242
github,19,3006,0.49268140766116475,0.3691087260849277,0.7406367041198502,1.6080198
freelaw,19,698,0.49169303797468356,0.3555491990846682,0.7967948717948717,-0.7552171
freelaw,21,2241,0.4901890831252231,0.3395946613939694,0.8807692307692307,-1.2066865
freelaw,23,3433,0.4838771226865101,0.34447161097527845,0.8128205128205128,-0.94767106
freelaw,23,324,0.4813248766737138,0.33187560738581146,0.8756410256410256,-1.1240388
github,21,1977,0.47936410883521857,0.35587834770767135,0.7340823970037453,1.536564
github,23,324,0.46084337349397597,0.3396980461811723,0.7162921348314607,1.7496024
uspto,23,3433,0.45111989459815555,0.31252281854691494,0.8106060606060606,1.4052839
stack_exchange,23,894,0.4454516024603431,0.3099099099099099,0.7917146144994246,1.094413
github,20,3802,0.4414310444316215,0.31901584653878234,0.7162921348314607,-1.3642821
freelaw,19,3006,0.43656255514381503,0.30119308497686875,0.7929487179487179,-0.89003134
arxiv,23,1829,0.4337164750957855,0.34147812971342384,0.594225721784777,-1.2462277
arxiv,23,324,0.41495569483466616,0.3526818515797208,0.5039370078740157,0.7156671
github,23,1332,0.4063807531380753,0.2819303338171263,0.7275280898876404,3.3285017
freelaw,22,1952,0.3943979394719897,0.2633276010318143,0.7852564102564102,-0.80019665
wikipedia,23,2756,0.37108594270486345,0.24515845070422534,0.763013698630137,0.767643
stack_exchange,22,1952,0.3696152581387701,0.2587476979742173,0.6467203682393556,1.1969633
wikipedia,23,3433,0.3690406121247793,0.23500749625187406,0.8589041095890411,-1.4137123
arxiv,23,1332,0.3685539127298954,0.2806921175501236,0.5364829396325459,1.0111828
hackernews,22,1141,0.3665389527458493,0.23563218390804597,0.8247126436781609,1.420778
uspto,19,1125,0.3632065334192993,0.2349179872115652,0.8001893939393939,0.77274823
github,23,1829,0.3464943766451304,0.23272259723561556,0.6779026217228464,-1.4293594
stack_exchange,19,698,0.3460149958344904,0.2280380673499268,0.716915995397008,0.8042729
stack_exchange,21,2241,0.3451902257964739,0.23604060913705585,0.6421173762945915,1.2796274
uspto,20,3802,0.34203655352480417,0.21295866233163027,0.8683712121212122,0.9062953
hackernews,19,1125,0.3411022758431588,0.21077600813283634,0.8936781609195402,0.9599273
stack_exchange,21,178,0.33633440514469454,0.23337795626952254,0.6018411967779056,0.9254192
hackernews,20,2283,0.3357787810383748,0.2089185393258427,0.8548850574712644,-1.282623
wikipedia,21,1723,0.3344763914534424,0.2071218556027442,0.8684931506849315,-0.6709589
uspto,23,2564,0.3327389443651926,0.20496485061511424,0.8835227272727273,0.617841
hackernews,23,1332,0.32970183486238536,0.20594555873925502,0.8261494252873564,-3.4886017
stack_exchange,13,420,0.3282051282051282,0.21115143516991092,0.7364787111622555,0.66058874
stack_exchange,19,3006,0.3086854460093897,0.20716817644742025,0.6052934407364787,0.81330395
hackernews,21,1977,0.3045930701047542,0.18731417244796827,0.8146551724137931,-1.0674314
uspto,23,1829,0.29983108108108103,0.19293478260869565,0.6723484848484849,1.1915188
stack_exchange,23,324,0.2924555782114769,0.19578783151326054,0.5776754890678941,0.81856656
hackernews,20,3802,0.29082188794419006,0.1714212284759702,0.9583333333333334,1.0364652
stack_exchange,20,2283,0.28929384965831434,0.19220582671206962,0.5845799769850403,0.7649622
hackernews,23,1829,0.28477657157283515,0.17274119448698316,0.8103448275862069,1.5380478
hackernews,21,2241,0.27174402884182064,0.16114377338321753,0.8663793103448276,-1.1509856
enron,14,842,0.26644182124789206,0.16527196652719664,0.6869565217391305,-0.6613941
hackernews,23,324,0.26418520199727646,0.1568733153638814,0.8362068965517241,-1.1017997
hackernews,22,1952,0.26360118370134306,0.1566134703813903,0.8318965517241379,-1.0097466
wikipedia,23,1829,0.25326876513317187,0.1538235294117647,0.7164383561643836,1.4588995
wikipedia,21,2241,0.24660271782573942,0.14436125409452505,0.8452054794520548,-1.0121651
wikipedia,23,324,0.24516908212560387,0.1436998584237848,0.8342465753424657,-0.9431784
wikipedia,20,2283,0.24417361556553346,0.14466683557131998,0.7821917808219178,-0.8759301
enron,21,329,0.24392361111111113,0.15238611713665945,0.6108695652173913,-0.6453762
wikipedia,21,178,0.24158723983660765,0.14078440262978917,0.8506849315068493,-0.7280215
wikipedia,22,1952,0.23829787234042554,0.13983353151010702,0.8054794520547945,-0.8906747
stack_exchange,23,1332,0.23564954682779457,0.14764123471170645,0.5834292289988493,1.2052822
enron,20,3802,0.21772710555351232,0.13103142983621072,0.6434782608695652,-1.3575664
enron,17,3002,0.21403991741225054,0.12714636140637775,0.6760869565217391,-0.690037
enron,23,3433,0.18454499237417388,0.10449050086355786,0.7891304347826087,-0.8946824
wikipedia,23,1332,0.17936398993365366,0.1076627300192255,0.536986301369863,0.7121391
enron,22,1141,0.17312943746586565,0.09900062460961899,0.6891304347826087,-0.8598323
enron,13,420,0.16756066411238826,0.09493487698986976,0.7130434782608696,-0.5988071
enron,20,2283,0.13938753959873285,0.07719298245614035,0.717391304347826,-0.61436164
enron,23,324,0.13826679649464463,0.07593582887700535,0.7717391304347826,-0.69905853
enron,23,1332,0.13599999999999998,0.0768361581920904,0.591304347826087,1.0061035
